id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,person_id,name
tm19608,The Blazing Sun,MOVIE,"A rich landlord floods and destroys a village on purpose to prevent the people living there from making a profit off their crops. What he doesn't know is that his own daughter is in love with Ahmed, a young man from the village.",1954,R,100,"['crime', 'romance', 'drama']",['EG'],,tt0047500,7.4,1219.0,2.184,7.0,173191,Youssef Chahine
tm204541,Dark Waters,MOVIE,"Ragab, a poor sailor, returns home to Alexandria after three years of absence, during which he tried to save money to marry his one true love, Hamedah. But there's trouble on the harbor, and with an old friend.",1956,R,120,"['action', 'drama', 'romance', 'thriller']",['EG'],,tt0049761,6.7,610.0,0.849,5.9,173191,Youssef Chahine
tm259855,We Are All for the Fatherland,MOVIE,"After the 1978 Israeli invasion of Lebanon, children try to sing the national anthem as citizens search for hope in the war-torn South.",1979,R,74,['documentation'],"['LB', 'CA', 'FR']",,tt0170799,6.1,47.0,0.6,5.2,479396,Maroun Bagdadi
tm356209,Singapore,MOVIE,"When his employee disappears in Singapore, Shyam travels from India to investigate the absence and becomes entangled in a deadly plot.",1960,R,158,"['drama', 'thriller', 'crime']",['IN'],,tt0268639,6.4,84.0,0.792,6.3,222342,Shakti Samanta
tm200475,"Beirut, Oh Beirut",MOVIE,"In the aftermath of the 1967 defeat, four young Lebanese try to figure out their places in a society whose rules seem to have changed. It proved to be an extraordinary anticipation of the civil war that would engulf the country while the film was being edited.",1975,R,110,['drama'],['LB'],,tt0169599,6.4,108.0,1.025,7.2,479396,Maroun Bagdadi
tm90896,The Return of the Prodigal Son,MOVIE,"In this Andre Gide adaptation, an activist is released after many years in prison and returns home, shaking up established relationships among his family members at the farm governed by his strict father. Demonstrating Chahine’s eclecticism, this is an elegant melodrama, exuberant musical, layered allegory, and profound portrait of personal and political disillusionment.",1976,R,124,"['music', 'drama', 'crime']","['DZ', 'EG']",,tt0074168,7.2,780.0,1.858,5.3,173191,Youssef Chahine
tm336403,Khoon Khoon,MOVIE,"As a crazed killer blazes a trail of blood through an anxious city, a hardened cop aims to take him down by any means in this remake of Dirty Harry.",1973,R,131,"['crime', 'thriller']",['IN'],,tt0230412,5.1,41.0,1.948,3.8,549933,Mohammed Hussain
tm107372,Manoranjan,MOVIE,"Havaldar Ratan is a rookie at the local police station, and is assigned duty on foot patrol on Manoranjan Street, a notorious red-light area, on the very first day of his job. He strikes up a conversation with a good-looking young woman named Nisha, and tells her that there is a possible violation of Suppression of Immoral Trafficking Act taking place on this street. He witnesses several women soliciting men, and decides to call in the paddy wagon, and get them arrested. Alas, one of the men frequenting the prostitutes is none other than Ratan's superior officer, who immediately summons Ratan, and has him removed from service on corruption charges. Nisha takes pity on a homeless and unemployed Ratan, and asks him to live with her. He does not want her to sell her body, and so he decides to work at night, and during the day he takes on the guise of a rich Nawab and spends time with her.",1974,R,162,"['romance', 'drama', 'comedy']",['IN'],,tt0071811,6.5,237.0,1.532,5.3,1682144,Suhail Tatari
tm259684,Whispers,MOVIE,"At every station, between sites filled with poetry and nostalgia for a bygone era, the poet's dashed dreams and idealized vision of her country coincide with the director's own.",1980,R,93,['documentation'],"['CA', 'FR', 'LB']",,tt0170803,7.8,78.0,0.6,5.0,479396,Maroun Bagdadi
tm403346,Chadi Jawani Budhe Nu,MOVIE,"A small-time businessman (B.S. Sood) reaches the ""naughty forties"". Now his wife is not good enough anymore, so he decides he needs a modern up to date mistress, resulting in hilarious situations.",1976,R,135,['romance'],['IN'],,tt3290368,4.6,14.0,0.62,6.0,522301,A. Salaam
tm16812,Bandie,MOVIE,"Maharaj Brajbhan lives a wealthy lifestyle in Bharatpur, India along with his wife, Badi Rani, but have been unable to conceive for Bharatpur, and have no choice but to leave it's reigns with Brajban's widowed cousin, Vikram, and his son, Kanchan. When Vikram finds out that Badi Rani is pregnant, he plots to first sully her character by having her abducted, then shunned by the Maharaj, and then decides to have her killed. But her killer has a change of heart and lets her live. She gives birth to a son, names him Bhola, and starts living a simple lifestyle in a Mandir with the help of it's Poojary. Years later Vikram finds out she is alive and kills her, as well the Poojary and the Poojary's son. Bhola witnesses this, manages to escape, starts to live with a poor widow, grows up uneducated, and makes a living through crime.",1978,R,141,"['drama', 'action', 'romance']",['IN'],,tt1219315,4.4,35.0,1.166,6.0,906104,Alo Sarkar
tm721687,Vaashi,MOVIE,"Ebin Mathew, a budding lawyer ambitiously joins hands with his advocate friend Madhavi Mohan, to share a new office space in order for them to start their independent careers. Their relationship gets strained when they land on opposite ends of a case.",1983,R,123,"['drama', 'thriller']",['IN'],,tt13913068,6.7,388.0,3.79,,322382,Vishnu Raghav
tm40103,Mobile Suit Gundam: Char's Counterattack,MOVIE,In UC 0093 the Federation has recovered from its defeat and has created a new anti-colonial special forces unit to deal with rebel forces: Londo Bell. Elsewhere in space Char Aznable re-appears out of self imposed hiding with a declaration that he now commands his own Neo-Zeon movementand intends to force the emigration of Earth's inhabitants to space by bringing about an apocalypse.,1988,R,119,"['scifi', 'animation', 'action', 'drama', 'war']",['JP'],,tt0095262,7.3,1693.0,8.092,6.7,104375,Yoshiyuki Tomino
tm125985,Mobile Suit Gundam II: Soldiers of Sorrow,MOVIE,"After managing to survive attacks by Zeon's Char Aznable and Garma Zabi, the crew of Federation warship White Base and its mobile suits must battle Zeon forces through Asia, Europe, and the Atlantic Ocean if they are to reach Earth Federation's headquarters alive. During that process many of its crewmembers must overcome their fears, losses, immaturities, and insecurities in order to survive.",1981,R,133,"['animation', 'scifi', 'action', 'drama', 'war']",['JP'],,tt0159510,7.2,1274.0,13.125,7.2,104375,Yoshiyuki Tomino
tm126769,Waiting for the Hearse,MOVIE,"Mama Cora, who is almost eighty years old, has three sons and a daughter. She lives with one of them, who has serious financial problems. The family meets one day to celebrate an anniversary meal, and that is when the problem arises: which of them will take care of her?",1985,R,87,['comedy'],['AR'],,tt0089108,8.0,6399.0,7.81,8.1,402187,Alejandro Doria
tm152839,Tim Allen: Men Are Pigs,MOVIE,"Comedian Tim Allen shares his enthusiasm for power tools, automobiles, grunting, and the myriad obsessions of the American male in this special for the Showtime premium cable network, which was aired a few years before he rose to stardom with the television sitcom Home Improvement.",1990,R,30,"['comedy', 'documentation']",['US'],,tt0259057,6.1,360.0,2.482,6.3,141630,Ellen Brown
tm49037,Mobile Suit Gundam III: Encounters in Space,MOVIE,"Amuro Ray and the rest of the White Base crew, now denominated the 13th Autonomous Corps, return to outer space to support the rest of the Earth Federation forces for the decisive battle against the Duchy of Zeon's forces.",1982,R,144,"['action', 'drama', 'war', 'animation', 'scifi']",['JP'],,tt0159511,7.6,1236.0,12.741,7.5,104375,Yoshiyuki Tomino
tm52815,Disco Dancer,MOVIE,"Anil, a street singer, is humiliated and driven out of Bombay along with his mother. However, he soon becomes a famous performer but the enemies from his past try to destroy his hard-earned career.",1982,R,106,"['drama', 'romance']",['IN'],,tt0208903,6.4,1476.0,7.879,5.3,483456,Babbar Subhash
tm159912,Agneepath,MOVIE,"The movie depicts the life of a young boy, Vijay (Amitabh Bachchan), whose father gets brutally lynched by a mobster Kancha Cheena. It's a journey of his quest for revenge, which leads him to become a gangster as an adult. Watch out for Amitabh Bachchan in one of the most powerful roles of his career. Will Vijay lose his family in the process of satisfying his vengeance?",1990,R,174,"['drama', 'action', 'crime']",['IN'],,tt0098999,7.6,8947.0,4.062,6.5,372949,Mukul Anand
tm133914,Parrot Sketch Not Included: Twenty Years of Monty Python,MOVIE,"Steve Martin presents selected sketches from ""Monty Python's Flying Circus (1969)"". It's the well known sketches, though the parrot sketch is not included. Steve Martin has some funny comments on the Pythons.",1989,R,72,['comedy'],['GB'],,tt0213984,8.1,1522.0,1.801,6.9,16383,Ian MacNaughton
tm38736,Too Young The Hero,MOVIE,"TV movie based upon the true story of Calvin Graham, who, as a 12 year old boy, enlisted in the US Navy during WWII.",1988,R,100,"['drama', 'war']",['US'],,tt0096286,6.7,502.0,1.485,6.2,105250,Buzz Kulik
tm51083,A Stoning in Fulham County,MOVIE,Religious beliefs clash with the law when an Amish infant is killed in a rural community.,1988,R,120,"['thriller', 'crime', 'drama']",['US'],,tt0096179,5.9,387.0,1.01,5.8,132198,Larry Elikann
tm137013,The Ryan White Story,MOVIE,"The story of Ryan White, a 13-year-old haemophiliac who contracted AIDS from factor VIII, which was used to control this disorder.",1989,R,102,['drama'],['US'],,tt0098237,7.2,863.0,1.981,5.9,19028,John Herzfeld
tm157603,Dil,MOVIE,"Raja lives a poor lifestyle along with his dad, Hazariprasad and mom. He attends college where he has several run-ins with wealthy fellow-collegian, Madhu Mehra. Matters escalate to such an extent that she accuses him of sexually molesting her. When his dad comes to know, he decides to seize this chance to get rich quickly, masquerades as a wealthy businessman, approaches Mr. Mehra, and arranges for their children to get married. Murphy's law prevails at the time of the engagement - changing everyone's lives forever.",1990,R,172,"['drama', 'comedy', 'romance']",['IN'],,tt0099429,6.6,5316.0,3.992,6.5,68124,Indra Kumar
tm258072,Adam: His Song Continues,MOVIE,"Follows the true story of John and Reve Walsh who, after their child was murdered, fought to raise national awareness of the problem of missing children.",1986,R,100,"['crime', 'drama']",['US'],,tt0090589,7.0,212.0,1.603,7.0,126482,Robert Markowitz
tm114356,The George McKenna Story,MOVIE,"Washington plays a school principal in a tough inner city Los Angeles high school out to rid it of drugs, gangs, low moral of teachers, and restore educational values.",1988,R,100,['drama'],['US'],,tt0091106,6.0,921.0,2.296,6.1,59733,Eric Laneuville
tm157853,In Defense of a Married Man,MOVIE,"When a defense lawyer's adulterous husband becomes the prime suspect in the murder of the woman he was cheating with, his wife chooses to defend him. Can she overcome his betrayal while searching for the truth?",1990,R,94,"['drama', 'crime']",['US'],,tt0099396,5.6,207.0,2.444,4.9,107666,Joel Oliansky
tm446654,Mujrim,MOVIE,"The film follows the story of Shankar, who is regarded as a criminal by the society after being in jail for ten years since childhood.",1989,R,162,"['drama', 'action', 'crime']",['IN'],,tt0097926,5.4,197.0,1.418,6.0,434193,Umesh Mehra
tm348735,Aakhri Adaalat,MOVIE,Inspector Amar Kaushal attempts to incarcerate wrong-doers in his society only lead to frustration when they are let off by the incompetence of the law and his superiors and seniors. Eventually Amar stands accused of killing several criminals and innocents which prompts him to take law into his own hands.,1988,R,148,"['action', 'crime', 'thriller']",['IN'],,tt0177505,5.1,92.0,1.374,5.0,462999,Rajiv Mehra
tm151332,"Alexandria, Again and Forever",MOVIE,"Set in 1987 against the backdrop of a hunger strike by the Egyptian film industry, Chahine himself steps in to play Yehia, the famed Egyptian director whose life is chronicled in ""Alexandria, Why?"" and ""An Egyptian Story"". Obsessed with Amr, the handsome actor he discovered and cast as his alter-ego in parts one and two of The Alexandria Trilogy, Yehia pressures Amr to star in various film projects that change even as Yehia's perception of the young actor begins to change. He first casts Amr as Hamlet, which the actor deems too demanding for his talents, then as the lead in a musical biopic of demigod Alexander the Great, who founded the city of Alexandria in 332 B.C.",1989,R,105,['drama'],"['FR', 'EG']",,tt0099858,6.5,658.0,0.817,5.3,173191,Youssef Chahine
tm342996,Duniya,MOVIE,"Mohan Kumar's diligence and honesty lands him in trouble with Balwant Singh Kalra, Jugal Kishore Ahuja, and Mr. Bhandari. Together the trio frame and imprison Mohan and make him watch helplessly as his wife is killed. Years later, Mohan Kumar is released from prison, his only goal in life is to avenge his humiliation and wrongful arrest at the hands of the trio. With the help of Dinesh Verma, he establishes himself again, and starts the process of bringing death and destruction to the trio. The trio are well aware of his presence, and decide to send one of their men, Ravi, to spy on him. Ravi falls in love with Verma's daughter, Roma, and decides to change sides to help Verma and Mohan, but Mohan will not have anything to do with Ravi, and asks him to leave. Ravi then becomes a target by the trio and their men, and has to save himself, and the only way he can redeem himself is by turning the tables over Mohan, who is none other than his own father.Duniya",1984,R,170,"['action', 'drama']",['IN'],,tt0301231,6.3,245.0,1.394,,507044,Ramesh Talwar
tm24110,Strange Voices,MOVIE,A family begins to fall apart when their eldest daughter is diagnosed with schizophrenia.,1987,R,100,['drama'],['US'],,tt0094052,6.3,360.0,2.76,6.8,66030,Arthur Allan Seidelman
tm371359,Jaal,MOVIE,"Shankar's father leaves the family for Meenabai. He later learns that his father is dead. He sets out to find out Meenabai, who he thinks is behind his father's death.",1986,R,159,"['action', 'drama', 'thriller']",['IN'],,tt0239495,5.2,125.0,3.366,5.0,434193,Umesh Mehra
tm55091,Quiet Victory: The Charlie Wedemeyer Story,MOVIE,"Film that tells the story of Los Gatos (California) high school football coach Charlie Wedemeyer. At 31, onetime football pro Wedemeyer is living the American dream; a winning team, a happy marriage and public adulation.",1988,R,100,['drama'],['US'],,tt0095945,7.2,144.0,2.246,8.0,421150,Roy Campanella II
tm311264,Muqaddar Ka Faisla,MOVIE,"Muqaddar ka Faisla, is the story of Pandit Krishna Kant. A poor, but extremely honest, upright, God-fearing man, who refuses to compromise on his principles.",1987,R,172,"['action', 'comedy', 'drama', 'family']",['IN'],,tt0239682,4.8,69.0,2.236,,216915,Prakash Mehra
tm411457,Pyar Ke Do Pal,MOVIE,"In order to assist her close friend, Rajni Thakur, Geeta Choudhary, has an abortion in her name, so that Rajni can get married. When her secret gets leaked out, Geeta's husband, Ashok, blames her, accuses her of being unfaithful, and drives her out of his house. They have twins, Sunil and Anil, and each parent is allowed custody of one child. The children meet each other at Scout camp, and decide to re-unite their parents, without realizing that they are exposing not only them, but also each other, to danger and death.",1986,R,125,"['drama', 'action']",['IN'],,tt0358053,6.1,66.0,1.756,,462999,Rajiv Mehra
tm172482,Sohni Mahiwal,MOVIE,"Shahjada Ijjat Beg comes to India with his caravan and settles in a town in Gujrat. Here he falls in love with Sohani, who keeps a shop in metal pots. Ijjat Beg buys pot from her with whatever money he had and they were attracted to each other. Sohni dispensed with her servant and kept Ijjat Beg instead. This gave them more opportunity to meet. This was a scandal in the town and Sohni was perforce married to Rehaman who was slightly off his head. Sohni continued her meeting Ijjat Beg who went out fishing. When the atmosphere became to hot for them they jointly took a water grave for their love.",1984,R,160,"['romance', 'drama', 'action']",['IN'],,tt0170148,6.1,297.0,6.052,5.8,514365,Latif Faiziyev
tm172482,Sohni Mahiwal,MOVIE,"Shahjada Ijjat Beg comes to India with his caravan and settles in a town in Gujrat. Here he falls in love with Sohani, who keeps a shop in metal pots. Ijjat Beg buys pot from her with whatever money he had and they were attracted to each other. Sohni dispensed with her servant and kept Ijjat Beg instead. This gave them more opportunity to meet. This was a scandal in the town and Sohni was perforce married to Rehaman who was slightly off his head. Sohni continued her meeting Ijjat Beg who went out fishing. When the atmosphere became to hot for them they jointly took a water grave for their love.",1984,R,160,"['romance', 'drama', 'action']",['IN'],,tt0170148,6.1,297.0,6.052,5.8,434193,Umesh Mehra
tm419052,Ek Jaan Hain Hum,MOVIE,"Coming from a decent upper middle-class family, Vikram Saxena meets with gorgeous Seema Singh, and both fall in love. But their respective families have other plans for them. While Vikram is able to convince his advocate dad, Shyam Sunder, to change his mind, Seema is unable to do so, and her marriage is being planned with a U.S. resident. Things take a turn for the worst when the police arrest Vikram with arson, with evidence that he had burned down a property belonging to Seema's dad, Colonel Ram Mohan Singh. Due to this, Vikram's dad comes forward to defend him, and Seema will not have anything to do with him anymore. Shyam Sunder realizes that the only way he can save his son from being imprisoned is to have him certified as insane, but will have to live with the consequences for the rest of his life, as well as the the stigma this will place on his family for years to come.",1983,R,151,"['family', 'romance']",['IN'],,tt0379272,6.3,70.0,0.986,7.0,462999,Rajiv Mehra
tm47673,An Egyptian Story,MOVIE,"Acclaimed actor Nour El Cherif here plays Egyptian filmmaker Yehia Mourad some thirty years after we last see him in ""Alexandria, Why?""  Though successful in his work, Yehia has grown distant from his wife and children and suﬀers a symbolic blockage of the heart while shooting the final scenes of his latest film. After being flown to England for evaluation, it's determined that Yehia must undergo emergency surgery.  Fact and fiction blend seamlessly—with healthy doses of cleverly  absurdist fantasy—as the film explores the various personalities and forces that have made Yehia (and Youssef Chahine) the man he has become.",1982,R,129,"['drama', 'fantasy']",['EG'],,tt0084042,7.3,1126.0,1.77,6.7,173191,Youssef Chahine
tm52274,The Little Wars,MOVIE,"Beirut resident Soraya is drawn to two men: daredevil photographer Nabil and Talal, who must embrace his feudal heritage when his father is kidnapped.",1982,R,108,"['war', 'drama', 'european']","['FR', 'LB']",,tt0084492,6.3,152.0,1.956,5.5,479396,Maroun Bagdadi
tm147829,Unspeakable Acts,MOVIE,Two psychologist try to demonstrate that a man is a pedophile and has abused many children.,1990,R,100,['drama'],['US'],,tt0100848,6.1,464.0,2.075,5.3,470490,Linda Otto
tm190835,Neon Genesis Evangelion: The End of Evangelion,MOVIE,"The second of two theatrically released follow-ups to the Neon Genesis Evangelion series. Comprising of two alternate episodes which were first intended to take the place of episodes 25 and 26, this finale answers many of the questions surrounding the series, while also opening up some new possibilities.",1997,R,87,"['action', 'drama', 'animation', 'scifi', 'fantasy']",['JP'],,tt0169858,8.0,53152.0,32.569,8.4,73306,Hideaki Anno
tm190835,Neon Genesis Evangelion: The End of Evangelion,MOVIE,"The second of two theatrically released follow-ups to the Neon Genesis Evangelion series. Comprising of two alternate episodes which were first intended to take the place of episodes 25 and 26, this finale answers many of the questions surrounding the series, while also opening up some new possibilities.",1997,R,87,"['action', 'drama', 'animation', 'scifi', 'fantasy']",['JP'],,tt0169858,8.0,53152.0,32.569,8.4,170280,Kazuya Tsurumaki
tm320211,Children of God,MOVIE,"A former member examines the lingering effects of being raised in the Family, a cult whose disturbing practices include the sexual abuse of children.",1994,R,63,['documentation'],['GB'],,tt6051792,6.3,612.0,0.685,6.4,32374,John Smithson
tm117873,Hum Aapke Hain Koun..!,MOVIE,"Prem and Nisha meet and fall in love at the wedding of their elder siblings, but their plans to be together are put in jeopardy when Nisha's sister dies, leaving behind a baby.",1994,R,206,"['drama', 'romance', 'comedy']",['IN'],,tt0110076,7.5,21123.0,6.314,6.5,63060,Sooraj Barjatya
tm188606,Sankofa,MOVIE,"On a photo shoot in Ghana, an American model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",1993,R,124,"['drama', 'european']","['DE', 'GH', 'GB', 'US', 'BF']",,tt0108041,7.0,692.0,1.858,6.5,218570,Haile Gerima
tm188970,Bill Hicks: Revelations,MOVIE,"Bill Hicks in the height of his genius. Recorded at the Dominion Theatre in London, Hicks opens our eyes and minds to the hypocrisy and ludicrousness of the world around us.",1993,R,74,"['comedy', 'documentation']",['GB'],,tt0152183,8.5,3098.0,3.784,8.1,433273,Chris Bould
tm12876,Bombay,MOVIE,"A Hindu man and a Muslim woman fall in love in a small village and move to Mumbai, where they have two children. However, growing religious tensions and erupting riots threaten to tear the family apart.",1995,R,141,"['drama', 'romance']",['IN'],,tt0112553,8.1,12629.0,4.99,7.2,66323,Mani Ratnam
tm62176,Mann,MOVIE,"A young woman falls in love with a handsome playboy, while aboard a Singapore to India cruise. They make plans to meet again, but fate may have other plans...",1999,R,174,"['drama', 'romance']",['IN'],,tt0206921,6.1,5451.0,2.595,6.7,68124,Indra Kumar
tm52871,Soldier,MOVIE,The story follows a young man (Bobby Deol) who flees India and arrives in Australia seeking vengence for something that started in India. In Australia he meets and falls in love with the daughter of a rich and powerful man(Suresh Oberoi). The story keeps the covers on Bobby Deols plan until the end when everything is revealed as to why he is a SOLDIER.,1998,R,156,"['thriller', 'action', 'drama', 'romance']",['IN'],,tt0211634,6.2,3063.0,3.623,5.7,68766,Abbas Alibhai Burmawalla
tm52871,Soldier,MOVIE,The story follows a young man (Bobby Deol) who flees India and arrives in Australia seeking vengence for something that started in India. In Australia he meets and falls in love with the daughter of a rich and powerful man(Suresh Oberoi). The story keeps the covers on Bobby Deols plan until the end when everything is revealed as to why he is a SOLDIER.,1998,R,156,"['thriller', 'action', 'drama', 'romance']",['IN'],,tt0211634,6.2,3063.0,3.623,5.7,68767,Mastan Alibhai Burmawalla
tm8687,Sam Kinison: Family Entertainment Hour,MOVIE,"Get ready to scream with laughter! Sam Kinison's primal scream will echo down through the comedy hall of fame summing up so much of modernity's horror and stupidity. This concert was taped at the Wiltern Theatre where Sam was joined with the Randy Hansen Band and a salacious slew of sinuous sirens, including his wife Malika. Join Sam Kinison and guests for a concert guaranteed to make you laugh 'til you cry for more - there's something for every member of the family - Sam Kinison style!",1991,R,49,['comedy'],['US'],,,,,1.84,6.1,128365,Walter C. Miller
tm104933,Sinbad: Son of a Preacher Man,MOVIE,"Experience veteran comedian Sinbad as he returns to his college town of Denver and performs at the Paramount Theatre for this next installment of his famed HBO Comedy Specials. Sinbad: Son of a Preacher Man is a self-styled monologue that comments on the perils of skiing, para-sailing during a bad vacation, fashion trends in lingerie, and more!",1996,R,56,"['comedy', 'documentation']",['US'],,tt0938333,6.8,116.0,1.536,5.8,188285,Chuck Vinson
tm184326,Damini,MOVIE,"The theme revolves around the character Damini who represents truth and innocence. After her marriage in renowned wealthy family, Damini happens to see a cruel act done by her brother-in-law. She wants the victim to get justice, but the family including her husband oppose her, which leads her to leave the house. Soon she is helped by a drunkard, an ex-advocate, who helps her in all respect to reach to her aim and therefore justice",1993,R,175,"['drama', 'crime']",['IN'],,tt0106655,7.8,3523.0,3.328,7.3,64436,Rajkumar Santoshi
tm110766,Chronicle of a Disappearance,MOVIE,"Chronicle of a Disappearance unfolds in a series of seemingly unconnected cinematic tableaux, each of them focused on incidents or characters which seldom reappear later in the film. Among the many unrelated scenes, there is a Palestinian actress struggling to find an apartment in West Jerusalem, the owner of the Holy Land souvenir shop preparing merchandise for incoming Japanese tourists, a group of old women gossiping about their relatives, and an Israeli police van which screeches to a halt so several heavily armed soldiers can get off the car and urinate.",1996,R,88,['drama'],"['PS', 'US', 'FR', 'DE']",,tt0115895,6.9,733.0,2.099,6.7,74584,Elia Suleiman
tm47530,Jeans,MOVIE,"Vishu and Ramu are a pair of Indian twins living in America with their father, Rajamani. When Madhumita (Aishwarya Rai) and her brother come to America to get medical treatment for their ailing grandmother, Vishu and Ramu end up meeting them at the airport. Vishu falls in love with Madhumita, and the couple has everyone's blessing, except for Rajamani, who is estranged from his own twin brother. He only wants his sons to marry twin sisters, so Madhumita pretends to have a twin in order to please him. As Madhumita puts on a charade by creating Vaishnavi, all goes well, until Ramu falls in love with Vaishnavi. Now the truth must come out, before Madhumita has to marry both of Rajamani's twin sons.",1998,R,175,"['comedy', 'drama', 'romance']",['IN'],,tt0151121,6.4,3604.0,3.393,6.5,143176,Shankar
tm57169,Monty Python: Live at Aspen,MOVIE,"In March 1998 in Aspen, Colorado, the surviving members of the Monty Paython team - John Cleese, Terry Gilliam, Eric Idle, Terry Jones and Michael Palin - shared a stage together for the first time in 18 years. Even more remarkably, Graham Chapman was there too....in an urn! The occasion for this renuion was the US Comedy Arts Festival Tribute to Monty Python, hosted by Robert Klien in front of a live audience.",1998,R,58,"['comedy', 'documentation']","['GB', 'US']",,tt0287570,7.8,1096.0,2.681,6.9,69393,Paul Miller
tm118438,Anjaam,MOVIE,"After mistaking a flight attendant's attention for love, a wealthy, spoiled man becomes obsessed with her and soon tears her life apart.",1994,R,137,"['romance', 'crime', 'thriller', 'drama']",['IN'],,tt0109134,6.6,6532.0,3.806,7.1,456639,Rahul Rawail
tm424630,A Triumph of the Heart: The Ricky Bell Story,MOVIE,"Ricky Bell, an all-pro running back with the Tampa Bay Buccaneers, who died of a rare muscle disease in the prime of his career. The plot centers on Bell's relationship with a father-less handicapped boy, and his efforts to be a big brother to him. The boy ends up being an inspiration for Bell when his disease makes the athlete more afflicted than the boy.",1991,R,100,"['drama', 'sport']",['US'],,tt0103123,7.2,250.0,1.533,5.1,149376,Richard Michaels
